traffic_volume,rain_1h,snow_1h,clouds_all,hour,day_of_week,month,year,day_of_year,is_weekend,congestion_level,temp_celsius,is_holiday,weather_main_encoded,weather_description_encoded
5750,0.0,0.0,0,15,0,8,2013,238,0,Medium,33.52000000000004,1,0,1
6298,0.0,0.0,0,16,0,8,2013,238,0,High,33.94,1,0,1
5813,0.0,0.0,0,17,0,8,2013,238,0,Medium,33.85000000000002,1,0,1
4520,0.0,0.0,0,18,0,8,2013,238,0,Medium,33.160000000000025,1,0,1
3425,0.0,0.0,0,19,0,8,2013,238,0,Medium,32.19,1,0,1
3321,0.0,0.0,0,20,0,8,2013,238,0,Medium,30.670000000000016,1,0,1
2550,0.0,0.0,0,21,0,8,2013,238,0,Low,29.450000000000045,1,0,1
1648,0.0,0.0,0,22,0,8,2013,238,0,Low,28.629999999999995,1,0,1
1133,0.0,0.0,0,23,0,8,2013,238,0,Low,27.870000000000005,1,0,1
620,0.0,0.0,32,0,1,8,2013,239,0,Low,27.129999999999995,1,1,24
5883,0.0,0.0,8,14,1,8,2013,239,0,Medium,33.09000000000003,1,0,27
6653,0.0,0.0,8,16,1,8,2013,239,0,High,33.64000000000004,1,0,27
2787,0.0,0.0,0,21,1,8,2013,239,0,Low,29.610000000000014,1,0,1
1844,0.0,0.0,0,22,1,8,2013,239,0,Low,29.32000000000005,1,0,1
1185,0.0,0.0,0,23,1,8,2013,239,0,Low,28.110000000000014,1,0,1
628,0.0,0.0,8,0,2,8,2013,240,0,Low,27.200000000000045,1,0,27
363,0.0,0.0,8,1,2,8,2013,240,0,Low,27.150000000000034,1,0,27
318,0.0,0.0,8,2,2,8,2013,240,0,Low,26.950000000000045,1,0,27
365,0.0,0.0,0,3,2,8,2013,240,0,Low,26.100000000000023,1,0,1
4941,0.0,0.0,1,10,2,8,2013,240,0,Medium,29.02000000000004,1,0,27
5157,0.0,0.0,5,11,2,8,2013,240,0,Medium,29.930000000000007,1,0,27
5575,0.0,0.0,90,12,2,8,2013,240,0,Medium,29.629999999999995,1,1,19
5463,0.0,0.0,90,13,2,8,2013,240,0,Medium,30.0,1,1,19
5868,0.0,0.0,90,14,2,8,2013,240,0,Medium,30.77000000000004,1,1,19
6760,0.0,0.0,0,16,2,8,2013,240,0,High,32.47000000000003,1,0,1
1893,0.0,0.0,0,22,2,8,2013,240,0,Low,26.360000000000014,1,0,1
1214,0.0,0.0,0,23,2,8,2013,240,0,Low,25.140000000000043,1,0,1
643,0.0,0.0,0,0,3,8,2013,241,0,Low,23.640000000000043,1,0,1
5533,0.0,0.0,0,9,3,8,2013,241,0,Medium,22.120000000000005,1,0,1
5079,0.0,0.0,0,10,3,8,2013,241,0,Medium,24.960000000000036,1,0,1
5615,0.0,0.0,0,11,3,8,2013,241,0,Medium,27.75,1,0,1
5833,0.0,0.0,0,12,3,8,2013,241,0,Medium,28.870000000000005,1,0,1
6138,0.0,0.0,0,14,3,8,2013,241,0,High,30.350000000000023,1,0,1
6750,0.0,0.0,0,15,3,8,2013,241,0,High,30.230000000000018,1,0,1
7023,0.0,0.0,0,16,3,8,2013,241,0,High,29.49000000000001,1,0,1
6724,0.0,0.0,0,17,3,8,2013,241,0,High,28.49000000000001,1,0,1
4016,0.0,0.0,0,19,3,8,2013,241,0,Medium,27.939999999999998,1,0,1
3325,0.0,0.0,0,20,3,8,2013,241,0,Medium,26.920000000000016,1,0,1
2959,0.0,0.0,48,21,3,8,2013,241,0,Low,24.480000000000018,1,1,24
2150,0.0,0.0,48,22,3,8,2013,241,0,Low,23.07000000000005,1,1,24
1459,0.0,0.0,48,23,3,8,2013,241,0,Low,22.54000000000002,1,1,24
773,0.0,0.0,24,0,4,8,2013,242,0,Low,22.470000000000027,1,1,4
458,0.0,0.0,24,1,4,8,2013,242,0,Low,22.700000000000045,1,1,4
377,0.0,0.0,24,2,4,8,2013,242,0,Low,22.83000000000004,1,1,4
385,0.0,0.0,80,3,4,8,2013,242,0,Low,22.58000000000004,1,1,2
848,0.0,0.0,80,4,4,8,2013,242,0,Low,23.220000000000027,1,1,2
2858,0.0,0.0,80,5,4,8,2013,242,0,Low,23.470000000000027,1,10,21
2858,0.0,0.0,80,5,4,8,2013,242,0,Low,23.470000000000027,1,6,13
5413,6.6,0.0,80,6,4,8,2013,242,0,Medium,23.379999999999995,1,6,9
5413,6.6,0.0,80,6,4,8,2013,242,0,Medium,23.379999999999995,1,10,35
5413,6.6,0.0,80,6,4,8,2013,242,0,Medium,23.379999999999995,1,5,17
6601,0.0,0.0,80,7,4,8,2013,242,0,High,23.189999999999998,1,5,17
6042,0.0,0.0,80,8,4,8,2013,242,0,High,23.75,1,5,17
5458,0.0,0.0,80,9,4,8,2013,242,0,Medium,24.360000000000014,1,5,17
5323,0.0,0.0,80,10,4,8,2013,242,0,Medium,26.210000000000036,1,4,7
5323,0.0,0.0,80,10,4,8,2013,242,0,Medium,26.210000000000036,1,5,17
5323,0.0,0.0,80,10,4,8,2013,242,0,Medium,26.210000000000036,1,10,21
5810,0.0,0.0,80,11,4,8,2013,242,0,Medium,28.560000000000002,1,4,7
6269,0.0,0.0,0,12,4,8,2013,242,0,High,29.82000000000005,1,0,1
6172,0.0,0.0,0,13,4,8,2013,242,0,High,31.350000000000023,1,0,1
6160,0.0,0.0,12,15,4,8,2013,242,0,High,32.160000000000025,1,1,4
6009,0.0,0.0,12,16,4,8,2013,242,0,High,31.53000000000003,1,1,4
5387,0.0,0.0,12,17,4,8,2013,242,0,Medium,31.360000000000014,1,1,4
5021,0.0,0.0,0,18,4,8,2013,242,0,Medium,31.28000000000003,1,0,1
4057,0.0,0.0,0,19,4,8,2013,242,0,Medium,30.78000000000003,1,0,1
3458,0.0,0.0,0,20,4,8,2013,242,0,Medium,29.120000000000005,1,0,1
3181,0.0,0.0,0,21,4,8,2013,242,0,Medium,27.189999999999998,1,0,1
2546,0.0,0.0,0,22,4,8,2013,242,0,Low,26.430000000000007,1,0,1
2101,0.0,0.0,0,23,4,8,2013,242,0,Low,26.200000000000045,1,0,1
1321,0.0,0.0,0,0,5,8,2013,243,1,Low,26.05000000000001,1,0,1
1712,0.0,0.0,1,23,6,9,2013,244,1,Low,16.450000000000045,1,0,27
1041,0.0,0.0,0,0,0,9,2013,245,0,Low,15.629999999999995,1,0,1
563,0.0,0.0,1,1,0,9,2013,245,0,Low,13.520000000000039,1,0,27
259,0.0,0.0,0,3,0,9,2013,245,0,Low,12.470000000000027,1,0,1
323,0.0,0.0,0,4,0,9,2013,245,0,Low,12.54000000000002,1,0,1
637,0.0,0.0,0,5,0,9,2013,245,0,Low,12.520000000000039,1,0,1
1078,0.0,0.0,90,6,0,9,2013,245,0,Low,12.960000000000036,1,1,19
1567,0.0,0.0,0,7,0,9,2013,245,0,Low,13.160000000000025,1,0,1
2064,0.0,0.0,0,8,0,9,2013,245,0,Low,13.189999999999998,1,0,1
2605,0.0,0.0,0,9,0,9,2013,245,0,Low,13.420000000000016,1,6,13
3201,0.0,0.0,0,10,0,9,2013,245,0,Medium,14.390000000000043,1,6,13
4245,0.0,0.0,0,12,0,9,2013,245,0,Medium,15.830000000000041,1,0,1
4134,0.0,0.0,0,13,0,9,2013,245,0,Medium,16.590000000000032,1,0,1
4454,0.0,0.0,24,14,0,9,2013,245,0,Medium,21.150000000000034,1,1,4
4388,0.0,0.0,0,15,0,9,2013,245,0,Medium,18.170000000000016,1,0,1
4165,0.0,0.0,0,16,0,9,2013,245,0,Medium,18.600000000000023,1,0,1
3835,0.0,0.0,56,17,0,9,2013,245,0,Medium,21.24000000000001,1,1,2
3666,0.0,0.0,0,18,0,9,2013,245,0,Medium,18.310000000000002,1,0,1
3356,0.0,0.0,0,19,0,9,2013,245,0,Medium,16.390000000000043,1,0,1
2913,0.0,0.0,36,20,0,9,2013,245,0,Low,19.74000000000001,1,1,24
2325,0.0,0.0,0,21,0,9,2013,245,0,Low,13.379999999999995,1,0,1
1754,0.0,0.0,0,22,0,9,2013,245,0,Low,12.360000000000014,1,0,1
1064,0.0,0.0,0,23,0,9,2013,245,0,Low,12.32000000000005,1,0,1
573,0.0,0.0,0,0,1,9,2013,246,0,Low,11.430000000000007,1,0,1
333,0.0,0.0,0,1,1,9,2013,246,0,Low,10.210000000000036,1,3,5
333,0.0,0.0,0,1,1,9,2013,246,0,Low,10.210000000000036,1,5,17
223,0.0,0.0,75,2,1,9,2013,246,0,Low,10.0,1,5,17
6220,0.0,0.0,1,8,2,9,2013,247,0,High,16.80000000000001,1,5,17
5776,0.0,0.0,0,9,2,9,2013,247,0,Medium,17.730000000000018,1,0,1
4709,0.0,0.0,0,10,2,9,2013,247,0,Medium,21.510000000000048,1,0,1
4854,0.0,0.0,0,11,2,9,2013,247,0,Medium,23.53000000000003,1,0,1
5194,0.0,0.0,5,12,2,9,2013,247,0,Medium,25.840000000000032,1,0,27
5069,0.0,0.0,12,13,2,9,2013,247,0,Medium,28.010000000000048,1,1,4
5921,0.0,0.0,20,15,2,9,2013,247,0,Medium,28.640000000000043,1,1,4
6455,0.0,0.0,20,16,2,9,2013,247,0,High,28.860000000000014,1,1,4
6227,0.0,0.0,20,17,2,9,2013,247,0,High,28.33000000000004,1,1,4
4824,0.0,0.0,64,18,2,9,2013,247,0,Medium,27.0,1,1,2
3568,0.0,0.0,64,19,2,9,2013,247,0,Medium,24.890000000000043,1,1,2
3109,0.0,0.0,64,20,2,9,2013,247,0,Medium,23.25,1,1,2
2536,0.0,0.0,80,21,2,9,2013,247,0,Low,21.52000000000004,1,1,2
2027,0.0,0.0,80,22,2,9,2013,247,0,Low,20.720000000000027,1,1,2
3578,0.0,0.0,80,23,2,9,2013,247,0,Medium,19.80000000000001,1,1,2
753,0.0,0.0,80,0,3,9,2013,248,0,Low,19.129999999999995,1,1,2
425,0.0,0.0,80,1,3,9,2013,248,0,Low,18.410000000000025,1,1,2
292,0.0,0.0,80,2,3,9,2013,248,0,Low,17.5,1,1,2
366,0.0,0.0,88,3,3,9,2013,248,0,Low,17.110000000000014,1,1,19
3093,0.0,0.0,24,5,3,9,2013,248,0,Medium,15.200000000000045,1,1,4
6054,0.0,0.0,0,6,3,9,2013,248,0,High,15.450000000000045,1,0,1
6276,0.0,0.0,48,8,3,9,2013,248,0,High,16.360000000000014,1,1,24
5007,0.0,0.0,48,11,3,9,2013,248,0,Medium,19.741000000000042,1,1,24
5299,0.0,0.0,8,12,3,9,2013,248,0,Medium,24.170000000000016,1,0,27
5584,0.0,0.0,8,14,3,9,2013,248,0,Medium,26.450000000000045,1,0,27
5907,0.0,0.0,0,15,3,9,2013,248,0,Medium,27.120000000000005,1,0,1
6170,0.0,0.0,0,17,3,9,2013,248,0,High,27.220000000000027,1,0,1
4681,0.0,0.0,0,18,3,9,2013,248,0,Medium,26.58000000000004,1,0,1
3217,0.0,0.0,0,20,3,9,2013,248,0,Medium,23.78000000000003,1,0,1
1194,0.0,0.0,0,23,3,9,2013,248,0,Low,23.599000000000046,1,0,1
662,0.0,0.0,12,0,4,9,2013,249,0,Low,23.359000000000037,1,1,4
393,0.0,0.0,1,1,4,9,2013,249,0,Low,21.220000000000027,1,0,27
306,0.0,0.0,1,2,4,9,2013,249,0,Low,21.220000000000027,1,0,27
5297,0.0,0.0,75,9,4,9,2013,249,0,Medium,23.160000000000025,1,1,2
4703,0.0,0.0,40,10,4,9,2013,249,0,Medium,26.689999999999998,1,1,24
5171,0.0,0.0,1,11,4,9,2013,249,0,Medium,28.689999999999998,1,0,27
5382,0.0,0.0,1,13,4,9,2013,249,0,Medium,31.03000000000003,1,0,27
5770,0.0,0.0,1,14,4,9,2013,249,0,Medium,32.0,1,0,27
6535,0.0,0.0,40,16,4,9,2013,249,0,High,32.02000000000004,1,1,24
5907,0.0,0.0,40,17,4,9,2013,249,0,Medium,32.02000000000004,1,1,24
5199,0.0,0.0,1,18,4,9,2013,249,0,Medium,30.689999999999998,1,0,27
3923,0.0,0.0,1,19,4,9,2013,249,0,Medium,28.350000000000023,1,0,27
2978,0.0,0.0,0,21,4,9,2013,249,0,Low,25.206000000000017,1,0,1
2846,0.0,0.0,0,22,4,9,2013,249,0,Low,25.206000000000017,1,0,1
2018,0.0,0.0,0,23,4,9,2013,249,0,Low,25.206000000000017,1,0,1
1252,0.0,0.0,0,0,5,9,2013,250,1,Low,23.52000000000004,1,0,1
744,0.0,0.0,1,1,5,9,2013,250,1,Low,23.25,1,0,27
560,0.0,0.0,1,2,5,9,2013,250,1,Low,22.980000000000018,1,0,27
433,0.0,0.0,1,4,5,9,2013,250,1,Low,20.730000000000018,1,3,5
950,0.0,0.0,1,5,5,9,2013,250,1,Low,20.220000000000027,1,5,17
3341,0.0,0.0,12,20,5,9,2013,250,1,Medium,26.43900000000002,1,6,18
3050,0.0,0.0,0,21,5,9,2013,250,1,Medium,22.882000000000005,1,0,1
3792,0.0,0.0,1,22,5,9,2013,250,1,Medium,22.480000000000018,1,0,27
3209,0.0,0.0,1,23,5,9,2013,250,1,Medium,20.99000000000001,1,0,27
553,0.0,0.0,12,5,6,9,2013,251,1,Low,17.686000000000035,1,1,4
4028,0.0,0.0,0,13,6,9,2013,251,1,Medium,21.20300000000003,1,0,1
4120,0.0,0.0,0,14,6,9,2013,251,1,Medium,21.20300000000003,1,0,1
4326,0.0,0.0,12,15,6,9,2013,251,1,Medium,22.965000000000032,1,1,4
4108,0.0,0.0,12,16,6,9,2013,251,1,Medium,23.28000000000003,1,1,4
4049,0.0,0.0,12,17,6,9,2013,251,1,Medium,23.03000000000003,1,1,4
3659,0.0,0.0,20,18,6,9,2013,251,1,Medium,22.150000000000034,1,1,4
3433,0.0,0.0,20,19,6,9,2013,251,1,Medium,21.460000000000036,1,1,4
2849,0.0,0.0,20,20,6,9,2013,251,1,Low,21.33000000000004,1,1,4
2218,0.0,0.0,44,21,6,9,2013,251,1,Low,21.05000000000001,1,1,24
2327,0.0,0.0,44,22,6,9,2013,251,1,Low,20.890000000000043,1,1,24
2109,0.0,0.0,44,23,6,9,2013,251,1,Low,20.560000000000002,1,1,24
542,0.0,0.0,20,0,0,9,2013,252,0,Low,20.420000000000016,1,1,4
385,0.0,0.0,20,1,0,9,2013,252,0,Low,20.760000000000048,1,1,4
284,0.0,0.0,20,2,0,9,2013,252,0,Low,20.52000000000004,1,1,4
322,0.0,0.0,48,3,0,9,2013,252,0,Low,20.52000000000004,1,5,17
2909,0.0,0.0,0,5,0,9,2013,252,0,Low,20.370000000000005,1,0,1
5842,0.0,0.0,48,6,0,9,2013,252,0,Medium,20.52000000000004,1,1,24
6612,0.44,0.0,48,7,0,9,2013,252,0,High,20.480000000000018,1,6,13
6612,0.44,0.0,48,7,0,9,2013,252,0,High,20.480000000000018,1,10,35
6292,0.56,0.0,48,8,0,9,2013,252,0,High,20.58000000000004,1,6,13
6292,0.56,0.0,48,8,0,9,2013,252,0,High,20.58000000000004,1,5,17
6292,0.56,0.0,48,8,0,9,2013,252,0,High,20.58000000000004,1,10,21
4944,0.57,0.0,36,9,0,9,2013,252,0,Medium,20.700000000000045,1,6,13
4944,0.57,0.0,36,9,0,9,2013,252,0,Medium,20.700000000000045,1,5,17
4717,0.0,0.0,36,11,0,9,2013,252,0,Medium,22.400000000000034,1,5,17
4717,0.0,0.0,36,11,0,9,2013,252,0,Medium,22.400000000000034,1,4,7
4865,0.0,0.0,8,12,0,9,2013,252,0,Medium,22.939999999999998,1,5,17
4865,0.0,0.0,8,12,0,9,2013,252,0,Medium,22.939999999999998,1,4,7
4990,0.25,0.0,8,13,0,9,2013,252,0,Medium,26.05000000000001,1,6,13
4990,0.25,0.0,8,13,0,9,2013,252,0,Medium,26.05000000000001,1,4,7
4990,0.25,0.0,8,13,0,9,2013,252,0,Medium,26.05000000000001,1,5,17
5532,0.0,0.0,8,14,0,9,2013,252,0,Medium,28.670000000000016,1,4,7
5957,0.0,0.0,0,15,0,9,2013,252,0,Medium,30.629999999999995,1,0,1
6641,0.0,0.0,0,16,0,9,2013,252,0,High,31.480000000000018,1,0,1
6387,0.0,0.0,0,17,0,9,2013,252,0,High,32.160000000000025,1,0,1
4652,0.0,0.0,0,18,0,9,2013,252,0,Medium,32.10000000000002,1,0,1
3480,0.0,0.0,0,19,0,9,2013,252,0,Medium,31.120000000000005,1,0,1
2872,0.0,0.0,0,20,0,9,2013,252,0,Low,29.210000000000036,1,4,7
2389,0.0,0.0,92,21,0,9,2013,252,0,Low,27.620000000000005,1,1,19
1618,0.25,0.0,92,22,0,9,2013,252,0,Low,26.439999999999998,1,6,13
1102,0.25,0.0,92,23,0,9,2013,252,0,Low,25.310000000000002,1,6,13
1102,0.25,0.0,92,23,0,9,2013,252,0,Low,25.310000000000002,1,5,17
592,0.0,0.0,8,0,1,9,2013,253,0,Low,24.230000000000018,1,5,17
252,0.0,0.0,8,2,1,9,2013,253,0,Low,22.560000000000002,1,0,27
387,0.0,0.0,24,3,1,9,2013,253,0,Low,22.150000000000034,1,1,4
3011,0.0,0.0,24,5,1,9,2013,253,0,Medium,20.83000000000004,1,6,13
6067,0.0,0.0,75,6,1,9,2013,253,0,High,20.340000000000032,1,6,13
6381,0.0,0.0,20,7,1,9,2013,253,0,High,19.77000000000004,1,6,13
5993,0.0,0.0,20,8,1,9,2013,253,0,Medium,19.99000000000001,1,6,13
4874,0.0,0.0,48,11,1,9,2013,253,0,Medium,23.370000000000005,1,1,24
4976,0.32,0.0,76,12,1,9,2013,253,0,Medium,22.930000000000007,1,6,13
4912,0.0,0.0,76,13,1,9,2013,253,0,Medium,24.140000000000043,1,1,2
6045,0.25,0.0,32,15,1,9,2013,253,0,High,25.05000000000001,1,6,13
6400,0.0,0.0,32,17,1,9,2013,253,0,High,25.890000000000043,1,1,24
4911,0.0,0.0,64,18,1,9,2013,253,0,Medium,26.54000000000002,1,1,2
3006,0.0,0.0,64,20,1,9,2013,253,0,Medium,23.860000000000014,1,1,2
2693,0.0,0.0,92,21,1,9,2013,253,0,Low,22.010000000000048,1,1,19
1676,0.0,0.0,92,22,1,9,2013,253,0,Low,21.53000000000003,1,1,19
1019,0.0,0.0,92,23,1,9,2013,253,0,Low,20.379999999999995,1,1,19
570,0.0,0.0,88,0,2,9,2013,254,0,Low,19.640000000000043,1,1,19
286,0.51,0.0,88,2,2,9,2013,254,0,Low,17.810000000000002,1,6,13
350,0.0,0.0,92,3,2,9,2013,254,0,Low,17.700000000000045,1,1,19
5968,0.0,0.0,0,6,2,9,2013,254,0,Medium,16.82000000000005,1,0,1
6225,0.51,0.0,0,8,2,9,2013,254,0,High,17.460000000000036,1,6,13
5490,0.51,0.0,0,9,2,9,2013,254,0,Medium,19.510000000000048,1,6,13
4678,0.0,0.0,0,10,2,9,2013,254,0,Medium,21.129999999999995,1,0,1
4880,0.0,0.0,0,12,2,9,2013,254,0,Medium,26.390000000000043,1,0,1
5471,0.0,0.0,40,14,2,9,2013,254,0,Medium,28.350000000000023,1,1,24
5832,0.0,0.0,1,15,2,9,2013,254,0,Medium,28.0,1,0,27
6640,0.0,0.0,1,16,2,9,2013,254,0,High,28.350000000000023,1,0,27
6503,0.0,0.0,1,17,2,9,2013,254,0,High,27.670000000000016,1,0,27
4805,0.0,0.0,1,18,2,9,2013,254,0,Medium,27.0,1,0,27
3602,0.0,0.0,1,19,2,9,2013,254,0,Medium,23.980000000000018,1,4,7
3059,0.0,0.0,1,20,2,9,2013,254,0,Medium,21.680000000000007,1,0,27
2667,0.0,0.0,1,21,2,9,2013,254,0,Low,21.52000000000004,1,0,27
2302,0.0,0.0,1,22,2,9,2013,254,0,Low,20.480000000000018,1,0,27
2306,0.0,0.0,1,23,2,9,2013,254,0,Low,18.970000000000027,1,0,27
282,0.0,0.0,1,2,3,9,2013,255,0,Low,14.970000000000027,1,0,27
843,0.0,0.0,1,4,3,9,2013,255,0,Low,12.480000000000018,1,0,27
3021,0.0,0.0,1,5,3,9,2013,255,0,Medium,11.970000000000027,1,0,27
5687,0.0,0.0,0,9,3,9,2013,255,0,Medium,16.700000000000045,1,0,1
4750,0.0,0.0,1,11,3,9,2013,255,0,Medium,20.140000000000043,1,0,27
3069,0.0,0.0,68,23,3,9,2013,255,0,Medium,13.400000000000034,1,1,2
866,0.0,0.0,24,0,4,9,2013,256,0,Low,11.800000000000011,1,1,4
358,0.0,0.0,24,2,4,9,2013,256,0,Low,10.78000000000003,1,1,4
383,0.25,0.0,0,3,4,9,2013,256,0,Low,9.330000000000041,1,6,13
2838,0.0,0.0,1,5,4,9,2013,256,0,Low,5.960000000000036,1,0,27
5753,0.0,0.0,1,6,4,9,2013,256,0,Medium,5.470000000000027,1,0,27
6435,0.0,0.0,1,7,4,9,2013,256,0,High,5.6299999999999955,1,0,27
5873,0.0,0.0,1,8,4,9,2013,256,0,Medium,10.310000000000002,1,0,27
4689,0.0,0.0,1,10,4,9,2013,256,0,Medium,16.350000000000023,1,0,27
5204,0.0,0.0,1,11,4,9,2013,256,0,Medium,17.680000000000007,1,0,27
5469,0.0,0.0,1,12,4,9,2013,256,0,Medium,18.680000000000007,1,0,27
6309,0.0,0.0,1,15,4,9,2013,256,0,High,20.689999999999998,1,0,27
5916,0.0,0.0,1,17,4,9,2013,256,0,Medium,20.680000000000007,1,0,27
5369,0.0,0.0,1,18,4,9,2013,256,0,Medium,19.350000000000023,1,0,27
4027,0.0,0.0,1,19,4,9,2013,256,0,Medium,16.670000000000016,1,0,27
3271,0.0,0.0,1,20,4,9,2013,256,0,Medium,13.330000000000041,1,0,27
2756,0.0,0.0,1,22,4,9,2013,256,0,Low,11.740000000000009,1,0,27
1947,0.0,0.0,1,23,4,9,2013,256,0,Low,11.470000000000027,1,0,27
749,0.0,0.0,1,1,5,9,2013,257,1,Low,10.740000000000009,1,0,27
574,0.0,0.0,1,2,5,9,2013,257,1,Low,10.740000000000009,1,0,27
891,0.0,0.0,1,5,5,9,2013,257,1,Low,10.270000000000039,1,0,27
2228,0.0,0.0,1,7,5,9,2013,257,1,Low,10.680000000000007,1,0,27
3407,0.0,0.0,1,8,5,9,2013,257,1,Medium,13.350000000000023,1,0,27
4782,0.0,0.0,75,10,5,9,2013,257,1,Medium,17.74000000000001,1,1,2
4723,0.0,0.0,1,13,5,9,2013,257,1,Medium,20.350000000000023,1,0,27
4663,0.0,0.0,90,14,5,9,2013,257,1,Medium,20.02000000000004,1,6,13
4588,0.0,0.0,90,16,5,9,2013,257,1,Medium,16.670000000000016,1,6,9
4490,0.0,0.0,90,17,5,9,2013,257,1,Medium,15.650000000000034,1,6,9
4056,0.0,0.0,90,18,5,9,2013,257,1,Medium,14.650000000000034,1,6,9
3365,0.0,0.0,90,19,5,9,2013,257,1,Medium,14.78000000000003,1,6,9
2939,0.0,0.0,90,20,5,9,2013,257,1,Low,13.980000000000018,1,6,9
2939,0.0,0.0,90,20,5,9,2013,257,1,Low,13.980000000000018,1,5,17
2939,0.0,0.0,90,20,5,9,2013,257,1,Low,13.980000000000018,1,2,11
2894,0.0,0.0,90,21,5,9,2013,257,1,Low,14.0,1,6,13
2894,0.0,0.0,90,21,5,9,2013,257,1,Low,14.0,1,5,17
2894,0.0,0.0,90,21,5,9,2013,257,1,Low,14.0,1,2,3
2506,0.0,0.0,90,22,5,9,2013,257,1,Low,14.0,1,6,13
2506,0.0,0.0,90,22,5,9,2013,257,1,Low,14.0,1,5,17
2506,0.0,0.0,90,22,5,9,2013,257,1,Low,14.0,1,2,3
1629,0.0,0.0,90,23,5,9,2013,257,1,Low,13.710000000000036,1,2,11
1629,0.0,0.0,90,23,5,9,2013,257,1,Low,13.710000000000036,1,6,9
1629,0.0,0.0,90,23,5,9,2013,257,1,Low,13.710000000000036,1,5,17
1236,0.0,0.0,90,0,6,9,2013,258,1,Low,13.720000000000027,1,2,3
1236,0.0,0.0,90,0,6,9,2013,258,1,Low,13.720000000000027,1,5,17
1236,0.0,0.0,90,0,6,9,2013,258,1,Low,13.720000000000027,1,6,13
865,0.0,0.0,90,1,6,9,2013,258,1,Low,13.490000000000009,1,2,3
865,0.0,0.0,90,1,6,9,2013,258,1,Low,13.490000000000009,1,6,18
516,0.0,0.0,90,2,6,9,2013,258,1,Low,14.0,1,6,18
516,0.0,0.0,90,2,6,9,2013,258,1,Low,14.0,1,5,17
289,0.0,0.0,90,3,6,9,2013,258,1,Low,13.590000000000032,1,6,18
289,0.0,0.0,90,3,6,9,2013,258,1,Low,13.590000000000032,1,5,17
295,0.0,0.0,90,4,6,9,2013,258,1,Low,13.710000000000036,1,6,18
295,0.0,0.0,90,4,6,9,2013,258,1,Low,13.710000000000036,1,5,17
295,0.0,0.0,90,4,6,9,2013,258,1,Low,13.710000000000036,1,2,11
1155,0.0,0.0,90,7,6,9,2013,258,1,Low,13.330000000000041,1,1,19
1936,0.0,0.0,90,8,6,9,2013,258,1,Low,14.0,1,1,19
4223,0.0,0.0,90,11,6,9,2013,258,1,Medium,15.650000000000034,1,1,19
4523,0.0,0.0,90,12,6,9,2013,258,1,Medium,16.510000000000048,1,1,19
4312,0.0,0.0,90,13,6,9,2013,258,1,Medium,17.760000000000048,1,1,19
3971,0.0,0.0,90,14,6,9,2013,258,1,Medium,18.52000000000004,1,1,19
4273,0.0,0.0,75,16,6,9,2013,258,1,Medium,18.57000000000005,1,1,2
4171,0.0,0.0,75,17,6,9,2013,258,1,Medium,18.0,1,1,2
3508,0.0,0.0,90,19,6,9,2013,258,1,Medium,14.980000000000018,1,1,19
2994,0.0,0.0,75,20,6,9,2013,258,1,Low,13.650000000000034,1,1,2
2274,0.0,0.0,1,21,6,9,2013,258,1,Low,11.25,1,0,27
1598,0.0,0.0,1,22,6,9,2013,258,1,Low,11.010000000000048,1,0,27
533,0.0,0.0,1,0,0,9,2013,259,0,Low,8.480000000000018,1,5,17
294,0.0,0.0,1,1,0,9,2013,259,0,Low,7.740000000000009,1,0,27
237,0.0,0.0,1,2,0,9,2013,259,0,Low,5.990000000000009,1,5,17
820,0.0,0.0,1,4,0,9,2013,259,0,Low,4.5,1,5,17
2863,0.0,0.0,1,5,0,9,2013,259,0,Low,3.990000000000009,1,0,27
6158,0.0,0.0,1,8,0,9,2013,259,0,High,8.330000000000041,1,0,27
4397,0.0,0.0,1,10,0,9,2013,259,0,Medium,12.020000000000039,1,0,27
4585,0.0,0.0,1,11,0,9,2013,259,0,Medium,14.020000000000039,1,0,27
4862,0.0,0.0,1,12,0,9,2013,259,0,Medium,16.03000000000003,1,0,27
4772,0.0,0.0,1,13,0,9,2013,259,0,Medium,17.02000000000004,1,0,27
5191,0.0,0.0,1,14,0,9,2013,259,0,Medium,17.680000000000007,1,0,27
3354,0.0,0.0,1,19,0,9,2013,259,0,Medium,13.980000000000018,1,0,27
2881,0.0,0.0,1,20,0,9,2013,259,0,Low,11.330000000000041,1,0,27
1566,0.0,0.0,1,22,0,9,2013,259,0,Low,10.720000000000027,1,0,27
986,0.0,0.0,1,23,0,9,2013,259,0,Low,10.730000000000018,1,0,27
331,0.0,0.0,1,1,1,9,2013,260,0,Low,10.220000000000027,1,0,27
233,0.0,0.0,1,2,1,9,2013,260,0,Low,9.470000000000027,1,0,27
336,0.0,0.0,1,3,1,9,2013,260,0,Low,9.470000000000027,1,0,27
803,0.0,0.0,1,4,1,9,2013,260,0,Low,8.980000000000018,1,0,27
3058,0.0,0.0,1,5,1,9,2013,260,0,Medium,9.740000000000009,1,0,27
5445,0.0,0.0,90,9,1,9,2013,260,0,Medium,13.0,1,1,19
4489,0.0,0.0,90,10,1,9,2013,260,0,Medium,15.350000000000023,1,1,19
4816,0.0,0.0,90,11,1,9,2013,260,0,Medium,17.32000000000005,1,1,19
5018,0.0,0.0,75,13,1,9,2013,260,0,Medium,19.700000000000045,1,1,2
5303,0.0,0.0,90,14,1,9,2013,260,0,Medium,19.04000000000002,1,1,19
